FCVC,NCP,CH2O
2.0,3.0,2.13755
2.0,1.894384,2.0
2.607335,3.0,2.0
3.0,3.0,1.507638
2.061384,2.579291,1.909253
2.696381,3.0,2.472964
1.116068,2.449067,2.0
2.116432,3.0,1.002292
3.0,3.0,2.147074
2.031246,3.0,2.803002
2.938031,1.532833,1.931242
2.0,3.0,2.0
2.884212,3.0,3.0
2.0,2.961706,2.0
2.444599,3.0,1.029798
2.0,1.152521,1.723159
2.0,1.104642,1.0
2.0,1.0,1.639807
2.0,1.729553,1.400247
3.0,3.0,2.994515
2.976975,1.346987,1.868349
2.0,1.977221,3.0
2.766036,2.443812,2.707927
1.096455,2.491315,2.450069
2.129969,3.0,1.568035
2.019674,2.843319,2.832004
2.735297,2.157164,1.087166
3.0,3.0,2.503198
1.588782,2.601675,2.469469
2.0,1.171027,2.405172
2.01054,2.77684,1.651548
3.0,3.362758,2.0
2.0,1.672706,2.766674
2.689577,2.714115,2.279214
2.413156,2.521546,1.985312
2.923433,1.338033,1.944095
3.0,3.0,2.0
2.0,3.0,2.035954
2.882522,3.0,2.452986
2.0,3.0,1.622638
1.973499,1.081805,2.0
3.0,3.087119,2.0
2.156065,2.909117,1.221281
2.992205,3.0,2.413813
2.944287,1.466393,2.442775
1.780746,1.471053,2.0
2.164062,2.983201,2.168904
2.0,3.0,2.0
2.0,2.783336,2.0
2.0,1.863012,2.196471
2.247704,3.053598,1.919629
2.011656,3.165837,1.844645
2.0,3.0,2.0
2.0,3.0,2.0
2.03414,2.741413,1.996384
2.746408,1.058123,2.265727
2.0,2.997414,1.259454
2.1239,1.672958,2.0
2.0,1.680838,1.833635
2.332074,3.0,2.999495
2.748243,3.070386,1.962322
2.303656,3.0,1.163111
1.904732,2.608416,1.204175
1.979944,1.599464,2.0
2.0,2.815255,1.622214
2.0,2.395785,1.40077
2.0,3.0,2.056053
2.407817,2.844138,1.983649
2.734314,3.0,3.0
2.0,3.0,1.199517
2.0,3.0,2.386904
2.784383,3.0,2.165605
2.009952,2.716106,1.660614
2.008656,1.402771,3.0
1.122127,2.865657,2.0
1.963965,1.836226,1.85537
2.319776,2.884848,2.154898
1.899116,2.375026,1.39854
2.042762,2.9774,1.522426
2.129668,2.693646,2.60669
2.182401,2.832018,2.456939
2.0,3.0,2.0
2.802696,3.0,2.978465
2.0,3.0,2.0
2.492758,2.270163,1.992586
2.733129,3.0,1.302594
2.0,2.646717,2.0
2.0,1.0,1.278578
2.0,1.193729,1.846441
2.0,1.477581,1.995035
2.294067,3.209508,2.0
2.0,2.756622,1.606076
2.315932,2.658478,1.568476
3.0,3.0,2.166024
2.802128,3.0,1.744628
2.79606,1.971472,1.921601
2.086898,1.818026,2.088929
2.333503,1.820779,2.559265
2.0,1.724887,3.0
3.0,3.129155,2.0
3.0,3.856434,2.0
1.653081,2.753418,2.192063
2.535315,3.0,1.146595
2.0,3.0,2.976229
2.765769,3.0,2.845134
2.215464,2.116195,1.80996
3.0,2.049908,1.999882
2.0,3.0,3.0
2.0,1.044628,2.01051
2.63165,2.98212,2.778587
2.0,1.009426,2.136398
2.942154,2.667711,2.184768
3.0,3.000974,2.0
2.0,2.698883,2.035104
2.716909,2.598079,2.90545
1.83746,3.0,2.0
1.936479,2.837388,2.159987
2.045027,2.946063,1.307563
2.760607,1.0,1.336378
2.09449,1.873484,2.0
2.0,2.473911,2.452789
2.907062,3.0,2.740848
2.0,1.79558,1.855054
2.399531,2.623079,2.535127
1.521604,2.174968,2.0
2.0,2.676148,2.083939
2.501683,3.394788,1.337378
2.0,3.0,1.992548
2.76802,2.137068,1.873591
2.742796,2.937607,1.99467
2.325623,1.313403,1.94609
2.076689,3.0,1.026729
3.0,3.0,2.045069
3.0,3.0,2.509147
2.271306,3.0,1.771198
2.33361,2.113575,2.504136
2.13683,2.092179,1.505381
2.0,1.0,2.0
2.909853,1.0,2.0
2.490507,2.974204,1.846754
1.063449,1.0,2.0
2.699282,1.0,2.598632
2.0,3.0,2.843675
2.4277,1.001633,3.0
2.87599,1.2919,2.777712
2.177243,3.0,2.715572
2.0,3.0,1.630528
2.0,3.0,2.287248
2.0,3.0,3.0
3.0,1.0,3.0
3.0,3.0,1.0
3.0,3.0,1.776991
2.0,3.0,1.406115
2.0,3.0,1.530493
2.846452,1.139317,1.459511
2.19011,2.029858,2.348981
2.0,3.0,2.0
2.0,3.0,2.680292
2.0,3.0,3.0
2.0,2.977543,2.205977
2.069267,1.476204,3.0
1.362441,2.57038,2.166228
2.09663,2.879541,2.432967
2.928234,1.458507,2.777379
2.0,1.105617,1.372811
2.0,3.0,1.0
2.0,3.0,3.0
2.0,1.0,2.0
2.0,3.0,1.689793
2.0,3.0,2.771469
2.0,1.0,2.0
2.0,3.0,1.155384
2.0,1.854536,2.160169
2.496455,3.0,1.850344
1.70825,3.0,1.0
2.262171,3.0,2.03415
2.740633,3.0,2.081005
2.0,3.0,1.608128
2.0,3.0,2.715252
2.0,1.08687,2.279124
2.0,1.25535,2.497065
1.081585,2.870661,1.11756
2.587789,1.482103,1.911664
2.252653,3.0,2.962371
2.0,3.0,3.0
2.0,3.0,3.0
2.036613,1.81698,1.93059
2.0,2.582591,1.535134
2.0,3.0,2.0
2.0,3.0,2.102976
2.0,3.0,2.091934
2.0,2.164839,2.094479
2.0,2.141839,2.939847
2.0,2.877583,2.358038
2.609123,3.0,1.955053
1.036159,3.0,1.0
1.851262,3.0,2.11267
2.0,3.0,1.051735
2.0,2.95833,2.0
2.0,2.119826,2.0
2.501236,3.0,1.220331
2.0,3.0,3.0
3.0,3.0,2.925029
3.0,3.0,2.858171
2.031185,2.992606,2.852254
2.014194,2.050121,2.184707
2.028225,1.923607,1.798917
2.0,1.0,2.0
2.81646,2.27374,1.722063
2.037585,1.418985,1.827351
1.853314,1.320768,2.135552
1.00876,1.0,2.0
2.0,3.0,1.490613
2.0,3.0,2.02127
2.103335,2.964024,3.0
2.0,3.0,3.0
2.060922,2.933409,2.235282
2.058687,2.962004,2.010596
2.0,3.0,1.274774
2.533605,1.271624,1.893691
2.0,3.0,3.0
2.0,3.0,3.0
2.457547,1.00061,3.0
2.983851,1.068443,2.854161
2.954996,3.0,1.0
2.061969,3.0,1.229171
3.0,3.0,1.163264
3.0,3.0,1.271178
2.0,3.0,2.117346
2.0,3.0,2.952506
2.0,3.0,1.746197
2.0,3.0,1.249307
2.450784,2.952821,1.335192
2.972426,3.0,1.636326
2.467002,1.851088,2.104054
2.934671,2.119682,2.041462
2.0,2.970675,2.0
2.0,2.966803,2.0
2.903545,1.508685,2.450069
2.043359,2.209314,2.785804
2.0,3.0,2.973729
2.0,3.0,2.988771
2.787589,1.114564,3.0
2.39728,2.036794,2.659419
2.150054,2.988539,2.768325
2.977585,1.630506,2.839319
2.274491,1.0,2.2695
1.557287,1.0,2.371015
2.152264,2.977999,1.513199
2.0,3.0,1.326165
2.08841,2.644692,2.773236
2.180047,2.733077,2.77962
2.0,1.0,2.0
2.0,1.0,2.0
2.0,3.0,2.0
2.0,3.0,2.0
1.826885,1.0,2.0
1.754401,1.0,2.0
2.0,2.427137,2.574073
2.0,3.0,3.0
1.524428,3.0,1.383831
1.164062,3.0,1.157395
2.123159,3.0,2.415343
2.0,3.0,2.745242
2.259679,3.0,1.026143
2.044326,3.0,2.35818
2.0,1.867836,2.438398
2.0,1.548407,2.191401
2.843456,2.937989,1.001995
2.864776,3.0,1.876915
2.871137,3.0,2.627569
2.282803,3.0,2.104264
2.0,3.0,3.0
2.0,3.0,3.0
2.020502,1.237454,1.93142
2.020785,1.169173,1.972551
2.0,2.391753,2.0
2.0,3.0,2.0
2.0,3.0,1.084442
2.0,3.0,1.0
2.0,2.475444,2.655795
2.0,2.478794,2.967064
2.407817,2.070033,1.796257
2.21498,2.282392,1.179942
2.737149,3.0,1.997195
1.899793,3.0,1.439962
2.274164,1.049534,1.358172
1.897796,3.0,1.193039
2.85916,3.0,1.0
2.0,3.0,1.039313
2.0,1.66338,2.0
2.0,1.672751,2.0
2.340405,3.0,1.655245
2.921576,3.0,1.003636
2.0,3.0,2.793505
2.0,3.0,2.401315
3.0,3.0,2.110611
3.0,3.0,2.480277
3.0,3.0,2.224914
2.92711,3.0,2.151496
2.805533,3.0,1.882847
2.902469,1.734762,2.600238
2.845961,1.92822,2.642273
2.252698,2.475228,2.923856
2.02091,2.093831,1.506518
2.108163,1.231915,1.808127
1.518966,1.0,2.0
2.260543,1.374791,1.947935
2.522183,1.326982,1.872673
2.186322,2.900915,2.471033
2.76632,1.317884,1.889341
2.071622,2.977909,1.468297
1.918251,1.355752,1.998108
1.967061,1.0,2.548651
2.964419,1.0,2.977516
2.640801,1.015488,2.022355
2.0,2.986172,2.364208
2.0,2.993623,2.326635
2.870152,1.001383,3.0
2.482575,1.001542,3.0
2.290095,2.590283,2.506296
2.074843,1.773916,2.428271
2.14128,2.989112,2.519841
2.334474,1.496776,2.776724
2.0,3.0,1.186996
2.0,2.994046,1.603549
2.0,3.0,2.133469
2.0,3.0,2.183149
2.0,3.0,3.0
2.0,3.0,3.0
2.693859,1.000283,3.0
2.607747,1.000414,3.0
2.66889,3.0,1.172593
3.0,3.0,1.0
3.0,3.0,1.911379
2.921225,3.0,2.869439
2.0,3.0,1.572371
2.0,3.0,1.440629
1.492834,3.0,1.005367
1.220024,3.0,1.046254
2.667676,1.135278,1.399629
2.569075,2.463113,1.567366
2.949242,1.782109,2.210997
2.104772,2.376374,2.218691
2.0,2.976098,2.0
2.0,2.968098,2.0
2.871768,1.792695,2.691322
2.540949,1.116401,2.929123
2.0,3.0,2.530301
2.0,3.0,3.0
2.0,2.984523,2.263551
2.0,2.978103,2.668261
2.222282,1.578751,2.791604
2.04516,1.874532,2.856521
2.094184,2.735706,2.257922
1.123672,1.014916,2.042078
2.049112,2.622055,2.280555
1.880534,2.806566,2.313245
1.203754,1.355354,2.765593
2.73691,1.478334,2.677409
2.736628,1.130751,1.385175
2.0,1.099151,1.687611
2.0,3.0,1.0
2.0,3.0,1.095134
2.0,3.0,3.0
2.0,3.0,3.0
2.0,1.0,2.0
2.0,1.0,2.0
2.0,3.0,1.618189
2.121909,3.0,2.500556
2.0,3.0,2.714091
2.0,3.0,2.697661
2.0,1.0,2.0
2.0,1.0,2.0
2.0,3.0,2.290368
2.0,3.0,1.025275
2.0,2.358455,2.515765
2.0,1.706551,2.039514
2.642744,3.0,1.904054
2.387426,3.0,1.77962
1.996638,3.0,1.033199
2.107854,3.0,1.383894
2.253707,3.0,2.524432
2.393837,3.0,2.01499
2.348745,3.0,2.096751
2.312825,3.0,2.073497
2.0,3.0,1.234943
2.0,3.0,1.613829
2.490776,3.0,2.654517
2.078082,3.0,2.895614
2.0,1.24884,2.416213
2.0,1.250548,2.121176
2.0,1.202179,2.36293
2.0,1.194815,2.434832
2.805512,2.880817,1.001307
1.276858,2.918124,1.403784
2.396265,1.073421,1.979833
2.663866,1.416309,2.379275
2.685484,3.0,2.649459
2.055209,3.0,2.885852
2.0,2.18162,2.325091
2.0,2.152733,2.53369
2.0,3.0,3.0
2.0,3.0,3.0
2.025479,1.046144,1.941224
2.002564,1.974233,1.935398
2.0,2.880794,1.61837
2.0,2.765213,1.551266
2.0,2.967089,2.0
2.0,3.0,2.0
2.0,3.0,1.440526
2.0,3.0,1.759803
2.0,3.0,2.090413
2.0,3.0,2.806922
2.0,2.37985,2.616138
2.0,2.655265,2.297896
2.0,1.941307,2.708168
2.0,1.709546,2.530157
2.385502,2.883984,2.140544
2.465575,2.935381,2.480555
2.818502,3.0,1.991251
2.081238,3.0,1.18363
1.368978,3.0,1.953152
1.712848,3.0,1.162153
1.3307,3.0,1.880967
1.961069,3.0,2.652327
2.976509,3.0,1.022705
2.319648,3.0,1.107164
2.0,2.961192,2.623344
2.0,2.973476,2.0
2.0,2.392811,2.0
2.0,1.293342,2.0
1.261288,2.930044,1.166655
2.76533,3.0,1.048584
2.0,3.0,3.0
2.0,3.0,2.15157
2.317734,3.0,2.152736
1.588114,3.0,2.115967
2.549782,3.985442,1.0
2.795086,2.129909,1.0
2.206276,3.0,1.813082
2.0,3.0,1.984323
2.18354,3.0,2.277937
2.962415,3.0,2.172649
2.442536,3.0,2.174371
1.99124,3.0,2.0
3.0,3.0,3.0
2.408561,3.0,2.851904
2.758394,3.0,2.174248
2.956297,3.0,1.2751
1.369529,3.0,2.0
1.392665,3.0,2.0
2.0,2.831771,1.725226
2.630401,1.0,1.0
3.0,2.595126,2.054072
3.0,2.52751,1.645338
3.0,2.120936,1.0
2.869778,1.468948,1.656082
1.868212,3.0,2.023328
1.108663,3.0,2.0
2.907744,3.990925,1.0
2.95801,2.834253,1.0
2.197261,3.0,1.11184
2.048962,3.0,2.822871
2.139196,3.0,2.04843
2.72989,3.0,2.030084
2.0,3.0,2.0
1.994679,3.0,2.0
2.403421,3.0,2.490613
3.0,3.0,3.0
2.758394,3.0,2.161303
2.964319,3.0,2.377257
1.617093,3.0,2.0
1.631144,3.0,2.0
2.317459,3.734323,1.0
2.501224,2.049565,1.0
3.0,2.272214,1.555534
3.0,2.218285,1.340117
3.0,1.418833,1.0
2.983042,1.109956,1.430444
2.323351,3.0,2.165048
1.428289,3.0,2.117733
1.992889,3.0,2.141271
1.562804,3.0,2.075493
1.794825,3.914454,1.972016
2.305349,3.169089,1.02161
2.576449,2.419656,1.0
2.754645,2.175432,1.541733
2.633855,3.0,1.619305
2.200588,3.0,1.295697
2.499108,3.0,2.040952
2.05687,3.0,2.358088
2.247795,3.0,2.816015
2.239634,3.0,2.684264
2.09283,3.0,2.077704
2.9673,3.0,2.530035
2.225731,3.0,2.154326
2.178308,3.0,2.165804
2.065752,3.0,2.078297
2.263245,3.0,2.092509
2.443538,3.0,2.939492
2.744994,3.0,2.478838
2.630137,2.806298,1.970508
2.113843,3.0,2.316069
2.821727,3.0,2.173279
2.312528,3.0,2.208068
2.938801,3.0,1.478994
2.050619,3.0,1.515183
1.457758,3.0,2.020249
2.19331,3.0,2.089983
2.028571,3.0,2.530428
1.455602,3.0,2.363307
2.177896,2.987652,1.745095
2.252382,2.842848,1.879381
2.668949,1.134321,1.279443
2.723953,1.924168,1.0
3.0,2.701689,2.738485
2.736298,2.992903,2.045561
2.722161,2.658837,2.375707
2.971574,2.80742,1.962646
2.871016,1.834472,1.016585
2.96405,2.123138,1.0
2.653721,1.265463,1.368457
2.859097,1.340361,1.530508
1.572036,3.0,2.003563
1.387489,3.0,2.017712
2.941929,3.989492,1.014135
2.973569,2.650088,1.003063
2.041376,3.0,1.120213
2.02472,3.0,1.800335
2.133964,3.0,2.008361
2.702457,3.0,2.005194
1.760038,3.0,2.003531
1.996646,3.0,2.0
2.644094,3.0,2.740525
2.475892,3.0,2.949356
2.941627,3.0,2.318134
2.998441,3.0,2.462916
2.397284,2.89292,1.983973
2.382705,2.938902,1.999278
2.176317,2.986637,1.015672
2.0,2.701521,1.142644
3.0,2.014671,1.292786
3.0,1.971659,1.179254
2.877743,1.311797,1.000463
3.0,1.262831,1.0
2.303041,3.0,2.065817
2.323003,3.0,2.155558
1.99953,3.0,2.111908
1.585183,3.0,2.101841
2.281963,3.770379,1.0
2.561638,2.87747,1.0
2.600217,2.175153,1.0
2.79166,2.13229,1.254589
2.08868,3.0,1.520215
2.206119,3.0,1.483856
2.328469,3.0,2.001208
2.002784,3.0,2.292906
1.975675,3.0,2.357969
2.002076,3.0,2.338373
2.218599,3.0,2.104337
2.9673,3.0,2.530035
2.392179,3.0,2.16467
2.381164,3.0,2.170225
2.008245,3.0,2.040137
2.155182,3.0,2.049079
2.969233,3.0,2.807984
2.765063,3.0,2.867206
2.630137,3.0,2.960088
2.195964,3.0,2.514872
2.619987,3.0,2.194746
2.918113,3.0,2.240463
2.889485,3.0,1.279771
2.939727,3.0,1.344122
1.264234,3.0,2.0
1.517912,3.0,2.038958
2.23372,2.993634,2.028368
1.475906,2.999346,2.01943
2.032883,2.976211,1.726109
2.046651,2.842035,1.732072
2.667229,1.09749,1.225958
2.819934,1.91863,1.0
3.0,2.510135,1.693362
2.954417,2.65772,2.104696
2.826251,2.604998,1.842173
3.0,2.567567,2.011023
2.95841,2.434347,1.0
2.935157,1.845858,1.0
2.870895,1.627555,1.375728
2.869833,1.569176,1.533682
1.878251,3.0,2.022933
1.750809,3.0,2.002871
1.168856,3.0,2.013205
1.443674,3.0,2.002194
2.826036,2.371658,1.0
2.9553,2.378211,1.0
2.774562,2.301129,1.0
2.772027,2.454432,1.0
2.499626,3.0,1.125338
2.108638,3.0,1.014876
2.467548,3.0,2.66029
2.585942,3.0,2.302506
2.14961,3.0,2.133876
2.938616,3.0,2.06039
2.535154,2.915921,1.8924
2.611222,2.992083,1.796376
1.800122,3.0,2.0
1.482722,3.0,2.0
1.735664,3.0,2.041536
1.655684,3.0,2.0
2.598207,2.849347,2.006167
2.225149,3.0,2.357978
3.0,3.0,3.0
3.0,3.0,3.0
2.519592,3.0,2.229145
2.111887,3.0,2.357373
2.970983,3.0,2.828861
2.907542,3.0,2.284494
1.451337,3.0,2.0
1.537505,3.0,2.0
1.893428,3.0,2.0
2.007845,2.954446,1.968796
2.487781,3.755976,1.0
2.541785,2.902639,1.0
2.813775,2.372705,1.0
2.562687,2.100918,1.458545
3.0,2.272801,1.560064
2.922511,2.692889,1.809531
3.0,2.280545,1.591597
2.836055,2.675411,1.711666
2.880759,1.487674,1.01378
3.0,1.02075,1.0
2.766441,1.240424,1.413218
2.997524,1.154318,1.238057
2.320201,3.0,2.164784
2.181057,3.0,2.08554
1.924632,3.0,2.006595
1.397468,3.0,2.01897
2.191429,3.0,2.102709
2.100177,3.0,2.099687
2.075321,3.0,2.144838
1.626369,3.0,2.109697
1.263216,3.219347,1.981782
1.067909,3.656401,1.98459
2.310751,3.220181,1.006643
2.294259,2.850948,1.87029
2.57649,2.187145,1.38107
2.679664,2.415522,1.0
2.938687,2.138375,1.251715
2.654792,1.077331,1.345407
2.731368,3.0,1.486824
2.22259,3.0,1.591909
2.432355,3.0,1.336526
2.497548,3.0,1.362583
2.671238,3.0,2.145368
2.57691,3.0,2.080187
2.341999,3.0,2.299878
2.117121,3.0,2.193008
2.247037,3.0,2.718408
2.244654,3.0,2.795752
2.128574,3.0,2.531984
2.068834,3.0,2.543841
2.073224,3.0,2.024035
2.145114,2.888193,2.038128
2.997951,3.0,2.715856
2.911312,3.0,2.501808
2.159033,3.0,2.116399
2.175276,3.0,2.128176
2.21965,3.0,2.165408
2.203962,3.0,2.15687
1.947495,3.0,2.042073
2.262292,3.0,2.115354
2.219186,3.0,2.092326
2.314175,3.0,2.151809
2.423291,3.0,2.902682
2.637202,3.0,2.966647
2.974006,3.0,2.565828
2.347942,3.0,2.730663
2.654076,2.574108,1.78471
2.739,2.740492,1.824561
2.591292,2.956422,2.31083
2.611847,2.749334,2.364849
2.766612,3.0,2.173417
2.777165,3.0,2.106861
2.232836,3.0,2.146398
2.571274,3.0,2.224164
2.49619,3.0,1.662117
2.151335,3.0,1.491169
2.01695,3.0,1.83412
2.927187,3.0,1.508796
1.412566,3.0,2.002495
1.289315,3.0,2.007348
1.624366,3.0,2.081719
1.528331,3.0,2.079353
2.037042,3.0,2.43699
2.191108,2.993856,2.444917
1.431346,3.0,2.098959
1.84199,3.0,2.503244
2.13683,2.993084,1.885926
2.499388,2.989791,1.959777
2.230742,2.920373,1.831187
2.240757,2.911568,1.895876
2.996186,1.134042,1.270166
2.649406,1.120102,1.153286
2.525884,2.040582,1.0
2.736647,2.015675,1.0
2.684335,2.711238,2.732331
3.0,2.695396,2.628816
2.425503,2.996834,2.017602
1.469384,2.996444,2.067741
2.906269,2.894142,2.435489
2.808027,2.683061,2.640483
2.636719,2.806341,1.967591
2.996717,2.791366,2.626309
2.880483,1.703299,1.006378
2.885693,1.685134,1.011849
2.913452,2.269799,1.0
2.919526,2.142328,1.175714
2.724121,1.437959,1.590418
2.801992,1.343117,1.128942
2.748971,1.213431,1.448875
2.680375,1.089048,1.366238
3.0,3.0,1.023328
3.0,3.0,1.197667
3.0,3.0,2.838893
3.0,3.0,2.181811
3.0,3.0,2.774014
3.0,3.0,1.031354
3.0,3.0,1.66616
3.0,3.0,1.471664
3.0,3.0,1.347559
3.0,3.0,1.338241
3.0,3.0,2.679137
3.0,3.0,2.578292
3.0,3.0,1.302193
3.0,3.0,2.408442
3.0,3.0,1.705218
3.0,3.0,2.374958
3.0,3.0,2.869234
3.0,3.0,2.987406
3.0,3.0,2.737091
3.0,3.0,2.623489
3.0,3.0,2.612758
3.0,3.0,2.687378
3.0,3.0,1.852692
3.0,3.0,2.86559
3.0,3.0,1.003563
3.0,3.0,1.077253
3.0,3.0,2.714949
3.0,3.0,2.154949
3.0,3.0,2.893117
3.0,3.0,2.70914
3.0,3.0,1.570188
3.0,3.0,1.412049
3.0,3.0,1.15635
3.0,3.0,1.154698
3.0,3.0,2.691584
3.0,3.0,2.709654
3.0,3.0,1.485736
3.0,3.0,2.874336
3.0,3.0,2.641489
3.0,3.0,2.417122
3.0,3.0,2.900857
3.0,3.0,2.95311
3.0,3.0,2.617988
3.0,3.0,2.55057
3.0,3.0,2.653531
3.0,3.0,1.698767
3.0,3.0,2.84837
3.0,3.0,2.835622
3.0,3.0,1.050564
3.0,3.0,1.068493
3.0,3.0,2.613928
3.0,3.0,1.239833
3.0,3.0,2.861533
3.0,3.0,2.832659
3.0,3.0,2.418488
3.0,3.0,2.304716
3.0,3.0,2.763005
3.0,3.0,2.652616
3.0,3.0,2.553198
3.0,3.0,2.180566
3.0,3.0,2.20979
3.0,3.0,1.444379
3.0,3.0,1.604075
3.0,3.0,1.528258
3.0,3.0,1.228838
3.0,3.0,1.615548
3.0,3.0,1.94595
3.0,3.0,1.709556
3.0,3.0,2.507461
3.0,3.0,2.644135
3.0,3.0,2.605685
3.0,3.0,2.217348
3.0,3.0,1.657541
3.0,3.0,1.817899
3.0,3.0,2.509535
3.0,3.0,2.578038
3.0,3.0,2.501638
3.0,3.0,2.250711
3.0,3.0,2.36651
3.0,3.0,2.309409
3.0,3.0,2.436261
3.0,3.0,2.833566
3.0,3.0,2.724099
3.0,3.0,2.989389
3.0,3.0,2.55975
3.0,3.0,2.635454
3.0,3.0,2.625537
3.0,3.0,2.884077
3.0,3.0,1.919473
3.0,3.0,2.310076
3.0,3.0,2.686824
3.0,3.0,1.6213
3.0,3.0,1.517215
3.0,3.0,1.796956
3.0,3.0,2.085553
3.0,3.0,2.837797
3.0,3.0,1.000544
3.0,3.0,1.005864
3.0,3.0,2.319559
3.0,3.0,2.069257
3.0,3.0,2.956548
3.0,3.0,2.777557
3.0,3.0,1.295436
3.0,3.0,1.241378
3.0,3.0,1.313834
3.0,3.0,1.124366
3.0,3.0,2.673754
3.0,3.0,2.70485
3.0,3.0,1.607531
3.0,3.0,2.748909
3.0,3.0,2.351207
3.0,3.0,2.404049
3.0,3.0,2.923792
3.0,3.0,2.955075
3.0,3.0,2.554007
3.0,3.0,2.511399
3.0,3.0,2.653563
3.0,3.0,2.588107
3.0,3.0,2.32502
3.0,3.0,2.836791
3.0,3.0,1.019684
3.0,3.0,1.032834
3.0,3.0,1.653049
3.0,3.0,1.204055
3.0,3.0,2.691591
3.0,3.0,2.531456
3.0,3.0,2.226081
3.0,3.0,2.164718
3.0,3.0,2.770732
3.0,3.0,2.814517
3.0,3.0,1.626467
3.0,3.0,1.48075
3.0,3.0,1.526416
3.0,3.0,1.482002
3.0,3.0,1.610472
3.0,3.0,1.530992
3.0,3.0,1.484938
3.0,3.0,1.91039
3.0,3.0,1.411365
3.0,3.0,2.41752
3.0,3.0,2.688229
3.0,3.0,2.695094
3.0,3.0,2.618198
3.0,3.0,2.555189
3.0,3.0,1.419136
3.0,3.0,1.422483
3.0,3.0,2.426094
3.0,3.0,2.495961
3.0,3.0,1.797041
3.0,3.0,1.768111
3.0,3.0,2.365188
3.0,3.0,2.299156
3.0,3.0,2.684819
3.0,3.0,2.84174
3.0,3.0,2.796894
3.0,3.0,2.987718
3.0,3.0,2.675567
3.0,3.0,2.770125
3.0,3.0,2.621877
3.0,3.0,2.72005
3.0,3.0,2.436097
3.0,3.0,2.535629
3.0,3.0,2.678779
3.0,3.0,2.569713
3.0,3.0,1.759352
3.0,3.0,1.837184
3.0,3.0,2.856795
3.0,3.0,2.846259
3.0,3.0,1.067716
3.0,3.0,1.029241
3.0,3.0,1.074412
3.0,3.0,1.030501
3.0,3.0,2.699675
3.0,3.0,2.830247
3.0,3.0,2.305521
3.0,3.0,2.155926
3.0,3.0,2.784303
3.0,3.0,2.786417
3.0,3.0,2.707201
3.0,3.0,2.709428
3.0,3.0,1.525127
3.0,3.0,1.554925
3.0,3.0,1.170515
3.0,3.0,1.436616
3.0,3.0,1.242832
3.0,3.0,1.54249
3.0,3.0,1.205548
3.0,3.0,1.301657
3.0,3.0,2.704315
3.0,3.0,2.639816
3.0,3.0,2.708927
3.0,3.0,2.704827
3.0,3.0,1.3954
3.0,3.0,2.611654
3.0,3.0,2.868167
3.0,3.0,2.247979
3.0,3.0,2.702789
3.0,3.0,1.663213
3.0,3.0,2.414739
3.0,3.0,2.351193
3.0,3.0,2.896088
3.0,3.0,2.862408
3.0,3.0,2.887659
3.0,3.0,2.893062
3.0,3.0,2.619517
3.0,3.0,2.682804
3.0,3.0,2.552388
3.0,3.0,2.617401
3.0,3.0,2.654636
3.0,3.0,2.569364
3.0,3.0,1.322004
3.0,3.0,1.292479
3.0,3.0,2.839069
3.0,3.0,2.843782
3.0,3.0,2.858389
3.0,3.0,2.864933
3.0,3.0,1.031701
3.0,3.0,1.000536
3.0,3.0,1.020313
3.0,3.0,1.063422
3.0,3.0,2.45126
3.0,3.0,2.613504
3.0,3.0,1.042989
3.0,3.0,1.237557
3.0,3.0,2.83377
3.0,3.0,2.816052
3.0,3.0,2.682909
3.0,3.0,2.640539
3.0,3.0,2.472903
3.0,3.0,2.372058
3.0,3.0,2.387991
3.0,3.0,2.322003
3.0,3.0,2.737353
3.0,3.0,2.739351
3.0,3.0,2.632498
3.0,3.0,2.632253
3.0,3.0,2.57721
3.0,3.0,2.419153
3.0,3.0,2.609052
3.0,3.0,2.476002
3.0,3.0,2.225139
3.0,3.0,2.556068
3.0,3.0,1.423073
3.0,3.0,1.299194
3.0,3.0,1.679489
3.0,3.0,1.49583
3.0,3.0,1.81786
3.0,3.0,1.967707
3.0,3.0,1.441289
3.0,3.0,1.144539
3.0,3.0,1.353167
3.0,3.0,1.409444
3.0,3.0,1.959287
3.0,3.0,1.931163
3.0,3.0,1.651462
3.0,3.0,1.683448
3.0,3.0,2.395387
3.0,3.0,2.523793
3.0,3.0,2.638896
3.0,3.0,2.666178
3.0,3.0,2.495851
3.0,3.0,2.609188
3.0,3.0,2.471721
3.0,3.0,2.447306
3.0,3.0,1.674061
3.0,3.0,1.678791
3.0,3.0,1.777805
3.0,3.0,1.733306
3.0,3.0,2.435978
3.0,3.0,2.909675
3.0,3.0,2.75137
3.0,3.0,2.887909
3.0,3.0,2.411582
3.0,3.0,2.38639
3.0,3.0,2.232601
3.0,3.0,1.755907
3.0,3.0,2.336349
3.0,3.0,2.562002
3.0,3.0,2.305574
3.0,3.0,2.319912
3.0,3.0,2.70196
3.0,3.0,2.474518
3.0,3.0,2.748569
3.0,3.0,2.827773
3.0,3.0,2.632224
3.0,3.0,2.868679
3.0,3.0,2.930137
3.0,3.0,2.961899
3.0,3.0,2.550672
3.0,3.0,2.584305
3.0,3.0,2.621976
3.0,3.0,2.722276
3.0,3.0,2.634342
3.0,3.0,2.61939
3.0,3.0,2.78678
3.0,3.0,2.768141
3.0,3.0,1.71659
3.0,3.0,2.094901
3.0,3.0,2.347322
3.0,3.0,2.331123
3.0,3.0,1.757105
